Entity,Date,Cases,Deaths,Daily tests,iso_alpha,month
Thailand,2020-10-05,3590.0,59.0,3949.0,THA,10
Bangladesh,2020-10-05,368690.0,5348.0,11767.0,BGD,10
Indonesia,2020-10-05,303498.0,11151.0,22771.0,IDN,10
Cuba,2020-10-05,5809.0,122.0,5770.0,CUB,10
Malaysia,2020-10-05,12381.0,137.0,12571.0,MYS,10
Bahrain,2020-10-05,72662.0,260.0,9508.0,BHR,10
Kenya,2020-10-05,39427.0,731.0,595.0,KEN,10
Libya,2020-10-05,36809.0,592.0,0.0,LBY,10
Trinidad and Tobago,2020-10-05,4763.0,81.0,40.0,TTO,10
Nigeria,2020-10-05,59345.0,1113.0,3930.0,NGA,10
United States,2020-10-05,7417845.0,209794.0,768136.0,USA,10
Hungary,2020-10-05,31480.0,833.0,6424.0,HUN,10
Saudi Arabia,2020-10-05,336387.0,4875.0,50785.0,SAU,10
Malawi,2020-10-05,5786.0,179.0,121.0,MWI,10
Madagascar,2020-10-05,16558.0,232.0,481.0,MDG,10
New Zealand,2020-10-05,1499.0,25.0,3038.0,NZL,10
Norway,2020-10-05,14149.0,275.0,19345.0,NOR,10
Uruguay,2020-10-06,2155.0,48.0,0.0,URY,10
Cuba,2020-10-06,5845.0,123.0,6807.0,CUB,10
Dominican Republic,2020-10-06,115054.0,2144.0,4599.0,DOM,10
Iceland,2020-10-06,2980.0,10.0,2386.0,ISL,10
United States,2020-10-06,7458550.0,210192.0,1143392.0,USA,10
Mexico,2020-10-06,808033.0,79268.0,14479.0,MEX,10
Poland,2020-10-06,102080.0,2659.0,23296.0,POL,10
Serbia,2020-10-06,33901.0,754.0,7076.0,SRB,10
Bangladesh,2020-10-06,370132.0,5375.0,12345.0,BGD,10
Bulgaria,2020-10-06,21870.0,854.0,3713.0,BGR,10
Libya,2020-10-06,37437.0,596.0,0.0,LBY,10
Paraguay,2020-10-06,44715.0,947.0,2867.0,PRY,10
Norway,2020-10-06,14457.0,275.0,15017.0,NOR,10
Zambia,2020-10-06,15089.0,333.0,2234.0,ZMB,10
Hungary,2020-10-06,32298.0,853.0,5699.0,HUN,10
Saudi Arabia,2020-10-06,336766.0,4898.0,52184.0,SAU,10
Chile,2020-10-06,471746.0,13037.0,26316.0,CHL,10
Finland,2020-10-06,10702.0,346.0,15459.0,FIN,10
Jordan,2020-10-06,17464.0,110.0,0.0,JOR,10
Portugal,2020-10-06,79885.0,2018.0,23176.0,PRT,10
South Africa,2020-10-06,682215.0,17016.0,14591.0,ZAF,10
Jamaica,2020-10-06,7012.0,120.0,551.0,JAM,10
Trinidad and Tobago,2020-10-06,4767.0,82.0,265.0,TTO,10
Rwanda,2020-10-06,4867.0,29.0,1306.0,RWA,10
Iraq,2020-10-06,382949.0,9464.0,24039.0,IRQ,10
Togo,2020-10-06,1864.0,48.0,1039.0,TGO,10
Costa Rica,2020-10-06,81129.0,987.0,2612.0,CRI,10
Namibia,2020-10-06,11654.0,125.0,455.0,NAM,10
Croatia,2020-10-06,17797.0,300.0,4849.0,HRV,10
Kuwait,2020-10-06,107592.0,628.0,3583.0,KWT,10
Austria,2020-10-06,49886.0,818.0,18237.0,AUT,10
Colombia,2020-10-06,862158.0,26844.0,23881.0,COL,10
New Zealand,2020-10-06,1502.0,25.0,5669.0,NZL,10
Ghana,2020-10-06,46829.0,303.0,800.0,GHA,10
Australia,2020-10-06,27149.0,894.0,0.0,AUS,10
Vietnam,2020-10-06,1097.0,35.0,0.0,VNM,10
Pakistan,2020-10-06,315727.0,6523.0,24073.0,PAK,10
Greece,2020-10-06,20142.0,417.0,12105.0,GRC,10
Kenya,2020-10-06,39449.0,735.0,1258.0,KEN,10
Denmark,2020-10-06,30057.0,659.0,53567.0,DNK,10
Belgium,2020-10-06,140732.0,10098.0,45879.0,BEL,10
Turkey,2020-10-06,326046.0,8498.0,112421.0,TUR,10
Algeria,2020-10-06,52270.0,1768.0,0.0,DZA,10
Madagascar,2020-10-06,16570.0,233.0,384.0,MDG,10
Senegal,2020-10-06,15122.0,312.0,777.0,SEN,10
Bahrain,2020-10-06,73116.0,261.0,10540.0,BHR,10
United Kingdom,2020-10-06,515571.0,42369.0,240116.0,GBR,10
Romania,2020-10-06,137491.0,5048.0,0.0,ROU,10
Bolivia,2020-10-06,137107.0,8129.0,1218.0,BOL,10
Tunisia,2020-10-06,23453.0,321.0,0.0,TUN,10
Nigeria,2020-10-06,59465.0,1113.0,0.0,NGA,10
Mauritania,2020-10-06,7523.0,162.0,0.0,MRT,10
Malawi,2020-10-06,5794.0,180.0,94.0,MWI,10
Indonesia,2020-10-06,307120.0,11253.0,26153.0,IDN,10
Thailand,2020-10-06,3600.0,59.0,3697.0,THA,10
Nepal,2020-10-06,89263.0,554.0,11047.0,NPL,10
Japan,2020-10-06,86047.0,1602.0,0.0,JPN,10
Guatemala,2020-10-06,94182.0,3302.0,4591.0,GTM,10
Slovenia,2020-10-06,6574.0,140.0,4001.0,SVN,10
India,2020-10-06,6685082.0,103569.0,1089403.0,IND,10
Oman,2020-10-06,101814.0,985.0,0.0,OMN,10
Ecuador,2020-10-06,141339.0,11681.0,2576.0,ECU,10
Switzerland,2020-10-06,55803.0,1786.0,14862.0,CHE,10
Czech Republic,2020-10-06,85566.0,758.0,22989.0,CZE,10
Panama,2020-10-06,115919.0,2430.0,5925.0,PAN,10
Sri Lanka,2020-10-06,3733.0,13.0,4880.0,LKA,10
Malaysia,2020-10-06,12813.0,137.0,16039.0,MYS,10
Iran,2020-10-06,475674.0,27192.0,0.0,IRN,10
Israel,2020-10-06,272309.0,1757.0,47046.0,ISR,10
Italy,2020-10-06,327586.0,36002.0,99742.0,ITA,10
Philippines,2020-10-06,324762.0,5840.0,34554.0,PHL,10
Ethiopia,2020-10-06,79437.0,1230.0,5278.0,ETH,10
Mozambique,2020-10-06,9296.0,66.0,1352.0,MOZ,10
Uganda,2020-10-06,8965.0,82.0,0.0,UGA,10
France,2020-10-06,624274.0,32299.0,217128.0,FRA,10
Ireland,2020-10-06,38551.0,1810.0,11646.0,IRL,10
Morocco,2020-10-06,134695.0,2369.0,21975.0,MAR,10
Myanmar,2020-10-06,18781.0,444.0,0.0,MMR,10
Canada,2020-10-06,168960.0,9504.0,129972.0,CAN,10
Zimbabwe,2020-10-06,7898.0,228.0,899.0,ZWE,10
Peru,2020-10-06,829999.0,32834.0,0.0,PER,10
El Salvador,2020-10-06,29643.0,869.0,2414.0,SLV,10
Sweden,2020-10-06,96171.0,5875.0,19916.0,SWE,10
Portugal,2020-10-07,80312.0,2032.0,29154.0,PRT,10
Malawi,2020-10-07,5796.0,180.0,161.0,MWI,10
Italy,2020-10-07,330263.0,36030.0,125314.0,ITA,10
New Zealand,2020-10-07,1505.0,25.0,6152.0,NZL,10
Mauritania,2020-10-07,7523.0,162.0,0.0,MRT,10
Greece,2020-10-07,20541.0,420.0,11805.0,GRC,10
Cuba,2020-10-07,5883.0,123.0,7132.0,CUB,10
Panama,2020-10-07,116602.0,2440.0,6215.0,PAN,10
United States,2020-10-07,7501612.0,210909.0,1303872.0,USA,10
Kuwait,2020-10-07,108268.0,632.0,4083.0,KWT,10
Iceland,2020-10-07,3081.0,10.0,2591.0,ISL,10
Canada,2020-10-07,171323.0,9530.0,74025.0,CAN,10
Dominican Republic,2020-10-07,115371.0,2149.0,3738.0,DOM,10
Kenya,2020-10-07,39586.0,743.0,4342.0,KEN,10
Zimbabwe,2020-10-07,7915.0,229.0,759.0,ZWE,10
Slovenia,2020-10-07,6768.0,141.0,3652.0,SVN,10
Bahrain,2020-10-07,73476.0,262.0,20368.0,BHR,10
Chile,2020-10-07,473306.0,13070.0,19706.0,CHL,10
Israel,2020-10-07,277026.0,1797.0,49233.0,ISR,10
Senegal,2020-10-07,15141.0,312.0,1042.0,SEN,10
Mexico,2020-10-07,813438.0,79714.0,14107.0,MEX,10
Ethiopia,2020-10-07,80003.0,1238.0,8254.0,ETH,10
Costa Rica,2020-10-07,82142.0,1004.0,1559.0,CRI,10
India,2020-10-07,6757131.0,104555.0,1199857.0,IND,10
Thailand,2020-10-07,3615.0,59.0,3990.0,THA,10
Poland,2020-10-07,104316.0,2717.0,32418.0,POL,10
Sweden,2020-10-07,96957.0,5879.0,19916.0,SWE,10
Guatemala,2020-10-07,94870.0,3310.0,5611.0,GTM,10
Namibia,2020-10-07,11673.0,125.0,1077.0,NAM,10
Morocco,2020-10-07,137248.0,2410.0,24483.0,MAR,10
Iraq,2020-10-07,387121.0,9531.0,23865.0,IRQ,10
Madagascar,2020-10-07,16600.0,234.0,0.0,MDG,10
Oman,2020-10-07,102648.0,990.0,0.0,OMN,10
Bolivia,2020-10-07,137468.0,8156.0,1425.0,BOL,10
Ecuador,2020-10-07,142056.0,11702.0,5215.0,ECU,10
Romania,2020-10-07,139612.0,5121.0,0.0,ROU,10
Finland,2020-10-07,10929.0,346.0,17567.0,FIN,10
Austria,2020-10-07,50435.0,840.0,18589.0,AUT,10
Nigeria,2020-10-07,59583.0,1113.0,0.0,NGA,10
Mozambique,2020-10-07,9398.0,67.0,1080.0,MOZ,10
Uruguay,2020-10-07,2177.0,49.0,2819.0,URY,10
Trinidad and Tobago,2020-10-07,4846.0,83.0,150.0,TTO,10
South Africa,2020-10-07,683242.0,17103.0,23583.0,ZAF,10
Bulgaria,2020-10-07,22306.0,862.0,5431.0,BGR,10
Denmark,2020-10-07,30379.0,663.0,50049.0,DNK,10
Belgium,2020-10-07,146419.0,10116.0,54455.0,BEL,10
France,2020-10-07,634763.0,32365.0,213772.0,FRA,10
Jordan,2020-10-07,19001.0,122.0,0.0,JOR,10
Turkey,2020-10-07,327557.0,8553.0,116608.0,TUR,10
United Kingdom,2020-10-07,530113.0,42445.0,238461.0,GBR,10
Togo,2020-10-07,1881.0,49.0,938.0,TGO,10
Peru,2020-10-07,832929.0,32914.0,0.0,PER,10
Serbia,2020-10-07,34072.0,757.0,6700.0,SRB,10
Uganda,2020-10-07,9082.0,84.0,0.0,UGA,10
Paraguay,2020-10-07,45647.0,966.0,3162.0,PRY,10
Australia,2020-10-07,27174.0,895.0,32769.0,AUS,10
Iran,2020-10-07,479825.0,27419.0,92186.0,IRN,10
Hungary,2020-10-07,33114.0,877.0,9726.0,HUN,10
Colombia,2020-10-07,869808.0,27017.0,25357.0,COL,10
Pakistan,2020-10-07,316351.0,6535.0,27614.0,PAK,10
Algeria,2020-10-07,52399.0,1773.0,0.0,DZA,10
Zambia,2020-10-07,15170.0,334.0,5250.0,ZMB,10
Saudi Arabia,2020-10-07,337243.0,4923.0,48341.0,SAU,10
Tunisia,2020-10-07,23453.0,321.0,0.0,TUN,10
Ghana,2020-10-07,46829.0,303.0,1357.0,GHA,10
Croatia,2020-10-07,18084.0,304.0,5353.0,HRV,10
Norway,2020-10-07,14604.0,275.0,14369.0,NOR,10
Nepal,2020-10-07,90814.0,563.0,14209.0,NPL,10
El Salvador,2020-10-07,29737.0,873.0,2403.0,SLV,10
Libya,2020-10-07,38468.0,602.0,0.0,LBY,10
Bangladesh,2020-10-07,371631.0,5405.0,13032.0,BGD,10
Myanmar,2020-10-07,20033.0,471.0,0.0,MMR,10
Japan,2020-10-07,86543.0,1605.0,0.0,JPN,10
Vietnam,2020-10-07,1098.0,35.0,0.0,VNM,10
Philippines,2020-10-07,326833.0,5865.0,37490.0,PHL,10
Switzerland,2020-10-07,56502.0,1786.0,15383.0,CHE,10
Ireland,2020-10-07,38975.0,1811.0,14542.0,IRL,10
Indonesia,2020-10-07,311176.0,11374.0,32167.0,IDN,10
Malaysia,2020-10-07,13504.0,141.0,20145.0,MYS,10
Sri Lanka,2020-10-07,4252.0,13.0,5608.0,LKA,10
Jamaica,2020-10-07,7109.0,123.0,547.0,JAM,10
Czech Republic,2020-10-07,90022.0,794.0,24011.0,CZE,10
Rwanda,2020-10-07,4873.0,29.0,3219.0,RWA,10
Sri Lanka,2020-10-08,4459.0,13.0,4824.0,LKA,10
Colombia,2020-10-08,877683.0,27180.0,23264.0,COL,10
Oman,2020-10-08,103465.0,1000.0,0.0,OMN,10
Vietnam,2020-10-08,1099.0,35.0,0.0,VNM,10
Mozambique,2020-10-08,9494.0,68.0,1469.0,MOZ,10
Switzerland,2020-10-08,56502.0,1786.0,15821.0,CHE,10
Czech Republic,2020-10-08,95360.0,829.0,25058.0,CZE,10
Senegal,2020-10-08,15174.0,313.0,987.0,SEN,10
Ghana,2020-10-08,46829.0,303.0,1108.0,GHA,10
France,2020-10-08,653509.0,32445.0,230464.0,FRA,10
Belgium,2020-10-08,153222.0,10136.0,50163.0,BEL,10
Thailand,2020-10-08,3622.0,59.0,4370.0,THA,10
Namibia,2020-10-08,11714.0,126.0,1312.0,NAM,10
Slovenia,2020-10-08,7124.0,141.0,3682.0,SVN,10
Morocco,2020-10-08,140024.0,2439.0,25126.0,MAR,10
Nepal,2020-10-08,94253.0,578.0,18473.0,NPL,10
Pakistan,2020-10-08,316934.0,6544.0,31168.0,PAK,10
Guatemala,2020-10-08,95704.0,3335.0,2889.0,GTM,10
Iran,2020-10-08,483844.0,27658.0,0.0,IRN,10
Serbia,2020-10-08,34193.0,758.0,6139.0,SRB,10
Malaysia,2020-10-08,13993.0,141.0,18013.0,MYS,10
Portugal,2020-10-08,81256.0,2040.0,27632.0,PRT,10
Bolivia,2020-10-08,137706.0,8192.0,1139.0,BOL,10
Italy,2020-10-08,333940.0,36061.0,128098.0,ITA,10
New Zealand,2020-10-08,1508.0,25.0,5597.0,NZL,10
Kenya,2020-10-08,39907.0,748.0,5034.0,KEN,10
Greece,2020-10-08,20947.0,424.0,11234.0,GRC,10
Turkey,2020-10-08,329138.0,8609.0,117101.0,TUR,10
Mauritania,2020-10-08,7523.0,162.0,0.0,MRT,10
Jordan,2020-10-08,20200.0,131.0,0.0,JOR,10
Tunisia,2020-10-08,25765.0,364.0,0.0,TUN,10
Indonesia,2020-10-08,315714.0,11472.0,32901.0,IDN,10
Malawi,2020-10-08,5803.0,180.0,761.0,MWI,10
Panama,2020-10-08,117300.0,2448.0,5836.0,PAN,10
Uganda,2020-10-08,9260.0,85.0,1789.0,UGA,10
Austria,2020-10-08,51382.0,844.0,21762.0,AUT,10
Ethiopia,2020-10-08,80895.0,1255.0,6668.0,ETH,10
Japan,2020-10-08,87020.0,1613.0,0.0,JPN,10
Romania,2020-10-08,142570.0,5203.0,30191.0,ROU,10
Trinidad and Tobago,2020-10-08,4887.0,84.0,368.0,TTO,10
Australia,2020-10-08,27182.0,897.0,42837.0,AUS,10
Israel,2020-10-08,281481.0,1824.0,49820.0,ISR,10
United Kingdom,2020-10-08,544275.0,42515.0,270921.0,GBR,10
United States,2020-10-08,7549794.0,211801.0,1324676.0,USA,10
Rwanda,2020-10-08,4883.0,29.0,1935.0,RWA,10
Mexico,2020-10-08,818613.0,80083.0,13362.0,MEX,10
Nigeria,2020-10-08,59738.0,1113.0,1949.0,NGA,10
South Africa,2020-10-08,685155.0,17248.0,21172.0,ZAF,10
Bahrain,2020-10-08,73932.0,262.0,0.0,BHR,10
Kuwait,2020-10-08,108743.0,639.0,4120.0,KWT,10
Cuba,2020-10-08,5898.0,123.0,7208.0,CUB,10
Canada,2020-10-08,173123.0,9541.0,85326.0,CAN,10
Libya,2020-10-08,39513.0,608.0,0.0,LBY,10
Chile,2020-10-08,474440.0,13090.0,32954.0,CHL,10
Myanmar,2020-10-08,21433.0,510.0,0.0,MMR,10
Iceland,2020-10-08,3172.0,10.0,3479.0,ISL,10
Jamaica,2020-10-08,7191.0,126.0,554.0,JAM,10
Uruguay,2020-10-08,2206.0,49.0,2597.0,URY,10
Ireland,2020-10-08,39584.0,1816.0,15880.0,IRL,10
Zimbabwe,2020-10-08,7919.0,229.0,929.0,ZWE,10
Zambia,2020-10-08,15224.0,334.0,3000.0,ZMB,10
Algeria,2020-10-08,52520.0,1779.0,0.0,DZA,10
Dominican Republic,2020-10-08,116148.0,2159.0,0.0,DOM,10
Denmark,2020-10-08,30710.0,663.0,47769.0,DNK,10
Bangladesh,2020-10-08,373151.0,5440.0,12605.0,BGD,10
El Salvador,2020-10-08,29842.0,877.0,2441.0,SLV,10
Paraguay,2020-10-08,46435.0,989.0,3021.0,PRY,10
Togo,2020-10-08,1898.0,49.0,753.0,TGO,10
Bulgaria,2020-10-08,22743.0,873.0,4541.0,BGR,10
Saudi Arabia,2020-10-08,337711.0,4947.0,53894.0,SAU,10
Hungary,2020-10-08,34046.0,898.0,11462.0,HUN,10
Norway,2020-10-08,14784.0,275.0,13131.0,NOR,10
Philippines,2020-10-08,329637.0,5925.0,36260.0,PHL,10
Peru,2020-10-08,835662.0,33009.0,0.0,PER,10
Croatia,2020-10-08,18447.0,309.0,5939.0,HRV,10
Finland,2020-10-08,11049.0,346.0,17202.0,FIN,10
Sweden,2020-10-08,97788.0,5882.0,19916.0,SWE,10
Poland,2020-10-08,107319.0,2792.0,42748.0,POL,10
Iraq,2020-10-08,391044.0,9604.0,20576.0,IRQ,10
Costa Rica,2020-10-08,83497.0,1024.0,2964.0,CRI,10
India,2020-10-08,6835655.0,105526.0,1194321.0,IND,10
Madagascar,2020-10-08,16633.0,235.0,0.0,MDG,10
Ecuador,2020-10-08,143531.0,11743.0,4780.0,ECU,10
Myanmar,2020-10-09,22445.0,535.0,0.0,MMR,10
Croatia,2020-10-09,18989.0,310.0,4417.0,HRV,10
Serbia,2020-10-09,34344.0,760.0,6933.0,SRB,10
Bangladesh,2020-10-09,374592.0,5460.0,11256.0,BGD,10
Malaysia,2020-10-09,14368.0,146.0,22133.0,MYS,10
Philippines,2020-10-09,331869.0,6069.0,38679.0,PHL,10
Switzerland,2020-10-09,58745.0,1790.0,16045.0,CHE,10
Indonesia,2020-10-09,320564.0,11580.0,39118.0,IDN,10
France,2020-10-09,671638.0,32521.0,258321.0,FRA,10
Japan,2020-10-09,87639.0,1616.0,0.0,JPN,10
Poland,2020-10-09,111599.0,2867.0,31036.0,POL,10
El Salvador,2020-10-09,29842.0,881.0,2483.0,SLV,10
Rwanda,2020-10-09,4885.0,29.0,963.0,RWA,10
Sweden,2020-10-09,98622.0,5883.0,19916.0,SWE,10
Sri Lanka,2020-10-09,4488.0,13.0,7196.0,LKA,10
Romania,2020-10-09,145700.0,5247.0,29282.0,ROU,10
Zimbabwe,2020-10-09,7951.0,229.0,123.0,ZWE,10
Czech Republic,2020-10-09,100757.0,869.0,27735.0,CZE,10
Jordan,2020-10-09,21517.0,144.0,0.0,JOR,10
Norway,2020-10-09,15012.0,275.0,12811.0,NOR,10
Morocco,2020-10-09,142953.0,2486.0,25162.0,MAR,10
Jamaica,2020-10-09,7273.0,128.0,902.0,JAM,10
India,2020-10-09,6906151.0,106490.0,1168705.0,IND,10
Paraguay,2020-10-09,47316.0,1012.0,3100.0,PRY,10
Togo,2020-10-09,1907.0,49.0,966.0,TGO,10
Portugal,2020-10-09,82534.0,2050.0,28889.0,PRT,10
Nepal,2020-10-09,98617.0,590.0,13279.0,NPL,10
Mexico,2020-10-09,823549.0,83096.0,13391.0,MEX,10
Guatemala,2020-10-09,96480.0,3347.0,4729.0,GTM,10
Zambia,2020-10-09,15224.0,334.0,3842.0,ZMB,10
Ghana,2020-10-09,46947.0,306.0,1461.0,GHA,10
Colombia,2020-10-09,886179.0,27331.0,32860.0,COL,10
Libya,2020-10-09,40292.0,616.0,0.0,LBY,10
Iran,2020-10-09,488236.0,27888.0,0.0,IRN,10
Vietnam,2020-10-09,1100.0,35.0,0.0,VNM,10
Hungary,2020-10-09,35222.0,913.0,11163.0,HUN,10
Namibia,2020-10-09,11781.0,127.0,889.0,NAM,10
Pakistan,2020-10-09,317595.0,6552.0,33898.0,PAK,10
Peru,2020-10-09,838614.0,33098.0,0.0,PER,10
Algeria,2020-10-09,52658.0,1783.0,0.0,DZA,10
Uganda,2020-10-09,9442.0,85.0,2833.0,UGA,10
Australia,2020-10-09,27206.0,897.0,0.0,AUS,10
Thailand,2020-10-09,3628.0,59.0,5688.0,THA,10
United States,2020-10-09,7606594.0,212773.0,1306486.0,USA,10
Kenya,2020-10-09,40178.0,751.0,5327.0,KEN,10
Bulgaria,2020-10-09,23259.0,880.0,5209.0,BGR,10
Israel,2020-10-09,286393.0,1864.0,37349.0,ISR,10
United Kingdom,2020-10-09,561815.0,42592.0,277261.0,GBR,10
Iraq,2020-10-09,394566.0,9683.0,16954.0,IRQ,10
Uruguay,2020-10-09,2226.0,49.0,2995.0,URY,10
Finland,2020-10-09,11345.0,346.0,17230.0,FIN,10
Belgium,2020-10-09,159810.0,10156.0,53749.0,BEL,10
Saudi Arabia,2020-10-09,338132.0,4972.0,46189.0,SAU,10
Nigeria,2020-10-09,59841.0,1113.0,0.0,NGA,10
Trinidad and Tobago,2020-10-09,4963.0,86.0,176.0,TTO,10
Denmark,2020-10-09,31156.0,665.0,39631.0,DNK,10
Oman,2020-10-09,104129.0,1009.0,0.0,OMN,10
Bolivia,2020-10-09,137969.0,8228.0,1262.0,BOL,10
Cuba,2020-10-09,5917.0,123.0,7066.0,CUB,10
Canada,2020-10-09,175559.0,9557.0,87736.0,CAN,10
Tunisia,2020-10-09,25765.0,364.0,0.0,TUN,10
Costa Rica,2020-10-09,84828.0,1040.0,2749.0,CRI,10
South Africa,2020-10-09,686891.0,17408.0,20419.0,ZAF,10
Turkey,2020-10-09,330753.0,8667.0,115295.0,TUR,10
Madagascar,2020-10-09,16654.0,235.0,204.0,MDG,10
Senegal,2020-10-09,15190.0,313.0,1059.0,SEN,10
Bahrain,2020-10-09,74422.0,264.0,0.0,BHR,10
Italy,2020-10-09,338398.0,36083.0,129471.0,ITA,10
Kuwait,2020-10-09,109441.0,642.0,3922.0,KWT,10
Mauritania,2020-10-09,7523.0,162.0,0.0,MRT,10
Greece,2020-10-09,21381.0,430.0,10587.0,GRC,10
Panama,2020-10-09,118054.0,2463.0,6728.0,PAN,10
Dominican Republic,2020-10-09,116872.0,2163.0,0.0,DOM,10
Ecuador,2020-10-09,145045.0,12141.0,3768.0,ECU,10
Slovenia,2020-10-09,7511.0,141.0,4362.0,SVN,10
Ireland,2020-10-09,40086.0,1817.0,16522.0,IRL,10
Chile,2020-10-09,476016.0,13167.0,36292.0,CHL,10
Iceland,2020-10-09,3267.0,10.0,3213.0,ISL,10
Ethiopia,2020-10-09,81797.0,1262.0,8024.0,ETH,10
New Zealand,2020-10-09,1510.0,25.0,4814.0,NZL,10
Malawi,2020-10-09,5809.0,180.0,0.0,MWI,10
Mozambique,2020-10-09,9639.0,68.0,1806.0,MOZ,10
Austria,2020-10-09,52603.0,853.0,18575.0,AUT,10
Ecuador,2020-10-10,145848.0,12175.0,5946.0,ECU,10
Portugal,2020-10-10,83928.0,2062.0,20991.0,PRT,10
Oman,2020-10-10,104129.0,1009.0,0.0,OMN,10
Romania,2020-10-10,148886.0,5299.0,29284.0,ROU,10
Hungary,2020-10-10,36596.0,933.0,11719.0,HUN,10
Peru,2020-10-10,843355.0,33158.0,0.0,PER,10
New Zealand,2020-10-10,1514.0,25.0,3809.0,NZL,10
Austria,2020-10-10,53784.0,857.0,20016.0,AUT,10
Norway,2020-10-10,15221.0,275.0,5931.0,NOR,10
Uganda,2020-10-10,9538.0,86.0,2197.0,UGA,10
Libya,2020-10-10,41368.0,621.0,0.0,LBY,10
Bahrain,2020-10-10,74860.0,271.0,10537.0,BHR,10
Ghana,2020-10-10,46987.0,306.0,2315.0,GHA,10
Trinidad and Tobago,2020-10-10,5021.0,89.0,215.0,TTO,10
India,2020-10-10,6979423.0,107416.0,1164018.0,IND,10
Vietnam,2020-10-10,1105.0,35.0,0.0,VNM,10
Thailand,2020-10-10,3634.0,59.0,0.0,THA,10
Pakistan,2020-10-10,318266.0,6558.0,33665.0,PAK,10
Malaysia,2020-10-10,14722.0,152.0,18895.0,MYS,10
United States,2020-10-10,7664676.0,213787.0,1040385.0,USA,10
Uruguay,2020-10-10,2251.0,49.0,2720.0,URY,10
Colombia,2020-10-10,894300.0,27495.0,29201.0,COL,10
Iceland,2020-10-10,3373.0,10.0,1608.0,ISL,10
Belgium,2020-10-10,167596.0,10175.0,47594.0,BEL,10
Sri Lanka,2020-10-10,4523.0,13.0,7495.0,LKA,10
Zimbabwe,2020-10-10,7994.0,229.0,604.0,ZWE,10
Nigeria,2020-10-10,59992.0,1113.0,0.0,NGA,10
Senegal,2020-10-10,15213.0,313.0,1177.0,SEN,10
Israel,2020-10-10,287858.0,1886.0,13465.0,ISR,10
Kuwait,2020-10-10,110076.0,649.0,2805.0,KWT,10
Serbia,2020-10-10,34517.0,761.0,4976.0,SRB,10
Indonesia,2020-10-10,324658.0,11677.0,33675.0,IDN,10
Czech Republic,2020-10-10,109374.0,905.0,18117.0,CZE,10
Rwanda,2020-10-10,4890.0,30.0,2668.0,RWA,10
Greece,2020-10-10,21772.0,431.0,12981.0,GRC,10
Mozambique,2020-10-10,9742.0,69.0,1163.0,MOZ,10
Croatia,2020-10-10,19446.0,313.0,4576.0,HRV,10
Bangladesh,2020-10-10,375870.0,5477.0,10859.0,BGD,10
Costa Rica,2020-10-10,86053.0,1055.0,2542.0,CRI,10
Malawi,2020-10-10,5813.0,180.0,0.0,MWI,10
Canada,2020-10-10,178117.0,9585.0,78627.0,CAN,10
United Kingdom,2020-10-10,575679.0,42679.0,256190.0,GBR,10
Jordan,2020-10-10,22763.0,166.0,0.0,JOR,10
Switzerland,2020-10-10,60230.0,1793.0,10818.0,CHE,10
Myanmar,2020-10-10,23906.0,566.0,0.0,MMR,10
Cuba,2020-10-10,5943.0,123.0,6725.0,CUB,10
Saudi Arabia,2020-10-10,338539.0,4996.0,38239.0,SAU,10
Italy,2020-10-10,343770.0,36111.0,133084.0,ITA,10
El Salvador,2020-10-10,29951.0,881.0,2495.0,SLV,10
Madagascar,2020-10-10,16676.0,237.0,222.0,MDG,10
Kenya,2020-10-10,40620.0,755.0,6872.0,KEN,10
Philippines,2020-10-10,334770.0,6152.0,40207.0,PHL,10
Guatemala,2020-10-10,96935.0,3356.0,1953.0,GTM,10
Paraguay,2020-10-10,48275.0,1045.0,2895.0,PRY,10
Turkey,2020-10-10,332382.0,8722.0,113102.0,TUR,10
Namibia,2020-10-10,11829.0,127.0,897.0,NAM,10
South Africa,2020-10-10,688532.0,17547.0,28066.0,ZAF,10
Iran,2020-10-10,492378.0,28098.0,0.0,IRN,10
Finland,2020-10-10,11580.0,346.0,14757.0,FIN,10
Slovenia,2020-10-10,7874.0,141.0,0.0,SVN,10
Zambia,2020-10-10,15301.0,335.0,3869.0,ZMB,10
Denmark,2020-10-10,31638.0,665.0,27187.0,DNK,10
Jamaica,2020-10-10,7363.0,132.0,363.0,JAM,10
Togo,2020-10-10,1921.0,49.0,1189.0,TGO,10
Algeria,2020-10-10,52804.0,1789.0,0.0,DZA,10
Mauritania,2020-10-10,7523.0,162.0,0.0,MRT,10
Morocco,2020-10-10,146398.0,2530.0,25131.0,MAR,10
Japan,2020-10-10,88233.0,1624.0,0.0,JPN,10
Bolivia,2020-10-10,138226.0,8262.0,967.0,BOL,10
France,2020-10-10,691977.0,32630.0,114023.0,FRA,10
Bulgaria,2020-10-10,23871.0,887.0,6048.0,BGR,10
Australia,2020-10-10,27229.0,897.0,0.0,AUS,10
Sweden,2020-10-10,99405.0,5888.0,19916.0,SWE,10
Poland,2020-10-10,116338.0,2919.0,35959.0,POL,10
Iraq,2020-10-10,397780.0,9735.0,13863.0,IRQ,10
Nepal,2020-10-10,100676.0,600.0,19320.0,NPL,10
Chile,2020-10-10,477769.0,13220.0,36022.0,CHL,10
Panama,2020-10-10,118841.0,2474.0,7029.0,PAN,10
Mexico,2020-10-10,828558.0,83507.0,6012.0,MEX,10
